machine	theorem	file	tier	n	t	contexts
1RB0LD_1LC0RC_0RB1LD_1RC1LA	nqh_1RB0LD_1LC0RC_0RB1LD_1RC1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	306
1RB0LD_1LC0RC_0RD1LD_1RC1LA	nqh_1RB0LD_1LC0RC_0RD1LD_1RC1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	194
1RB0LD_1LC0RC_1LA1RC_0LC1LB	nqh_1RB0LD_1LC0RC_1LA1RC_0LC1LB	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	502
1RB0LD_1LC0RC_1RA1LD_0RA1LC	nqh_1RB0LD_1LC0RC_1RA1LD_0RA1LC	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	76
1RB0LD_1LC0RC_1RC1LD_1LA0RB	nqh_1RB0LD_1LC0RC_1RC1LD_1LA0RB	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	838
1RB0LD_1LC0RD_1LD0LB_1RB0RA	nqh_1RB0LD_1LC0RD_1LD0LB_1RB0RA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	59
1RB0LD_1LC1LD_0RA1LB_1RC0LD	nqh_1RB0LD_1LC1LD_0RA1LB_1RC0LD	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	4	0	198
1RB0LD_1LC1RA_0LD1LC_0RA1LA	nqh_1RB0LD_1LC1RA_0LD1LC_0RA1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	40
1RB0LD_1LC1RA_0LD1LC_0RD1LA	nqh_1RB0LD_1LC1RA_0LD1LC_0RD1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	3	0	107
1RB0LD_1LC1RA_0RA1LC_0RA1LA	nqh_1RB0LD_1LC1RA_0RA1LC_0RA1LA	theories/Machines/ListCStage/LCStage_05.v	R_NeverQH	2	0	41
1RB0LD_1LC1RA_0RA1LC_0RD1LA	nqh_1RB0LD_1LC1RA_0RA1LC_0RD1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	3	0	109
1RB0LD_1LC1RA_0RB1LC_0RA1LA	nqh_1RB0LD_1LC1RA_0RB1LC_0RA1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	46
1RB0LD_1LC1RA_0RB1LC_0RD1LA	nqh_1RB0LD_1LC1RA_0RB1LC_0RD1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	3	0	94
1RB0LD_1LC1RA_0RD0LC_1RA1LA	nqh_1RB0LD_1LC1RA_0RD0LC_1RA1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	54
1RB0LD_1LC1RA_0RD1LC_0RA1LA	nqh_1RB0LD_1LC1RA_0RD1LC_0RA1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	42
1RB0LD_1LC1RA_0RD1LC_0RD1LA	nqh_1RB0LD_1LC1RA_0RD1LC_0RD1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	3	0	104
1RB0LD_1LC1RA_1LA1LC_0RA1LA	nqh_1RB0LD_1LC1RA_1LA1LC_0RA1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	40
1RB0LD_1LC1RA_1LA1LC_0RD1LA	nqh_1RB0LD_1LC1RA_1LA1LC_0RD1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	3	0	90
1RB0LD_1LC1RA_1LD1LC_0RA1LA	nqh_1RB0LD_1LC1RA_1LD1LC_0RA1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	42
1RB0LD_1LC1RA_1LD1LC_0RD1LA	nqh_1RB0LD_1LC1RA_1LD1LC_0RD1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	3	0	93
1RB0LD_1LC1RA_1RA1LC_0RA1LA	nqh_1RB0LD_1LC1RA_1RA1LC_0RA1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	41
1RB0LD_1LC1RA_1RA1LC_0RD1LA	nqh_1RB0LD_1LC1RA_1RA1LC_0RD1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	3	0	86
1RB0LD_1LC1RA_1RB1LC_0RA1LA	nqh_1RB0LD_1LC1RA_1RB1LC_0RA1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	40
1RB0LD_1LC1RA_1RB1LC_0RD1LA	nqh_1RB0LD_1LC1RA_1RB1LC_0RD1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	3	0	98
1RB0LD_1LC1RA_1RD1LC_0RA1LA	nqh_1RB0LD_1LC1RA_1RD1LC_0RA1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	43
1RB0LD_1LC1RA_1RD1LC_0RD1LA	nqh_1RB0LD_1LC1RA_1RD1LC_0RD1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	3	0	113
1RB0LD_1LC1RC_0RB1LD_1LA0RC	nqh_1RB0LD_1LC1RC_0RB1LD_1LA0RC	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	306
1RB0LD_1LC1RC_0RB1LD_1LA1LA	nqh_1RB0LD_1LC1RC_0RB1LD_1LA1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	134
1RB0LD_1LC1RC_0RB1LD_1LC1LA	nqh_1RB0LD_1LC1RC_0RB1LD_1LC1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	338
1RB0LD_1LC1RC_0RB1LD_1RC1LA	nqh_1RB0LD_1LC1RC_0RB1LD_1RC1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	156
1RB0LD_1LC1RC_0RB1LD_1RD1LA	nqh_1RB0LD_1LC1RC_0RB1LD_1RD1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	140
1RB0LD_1RC0LA_1LA0RB_1LD1RB	nqh_1RB0LD_1RC0LA_1LA0RB_1LD1RB	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	611
1RB0LD_1RC0RA_1LA0RA_1LA0LC	nqh_1RB0LD_1RC0RA_1LA0RA_1LA0LC	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	52
1RB0LD_1RC0RA_1LA0RA_1LA0LD	nqh_1RB0LD_1RC0RA_1LA0RA_1LA0LD	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	51
1RB0LD_1RC0RA_1LD0LA_1LA1LC	nqh_1RB0LD_1RC0RA_1LD0LA_1LA1LC	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	89
1RB0LD_1RC0RA_1LD0RA_1LA0LD	nqh_1RB0LD_1RC0RA_1LD0RA_1LA0LD	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	53
1RB0LD_1RC0RA_1LD1RA_1LA0LA	nqh_1RB0LD_1RC0RA_1LD1RA_1LA0LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	70
1RB0LD_1RC0RA_1RD0LC_1LA1LC	nqh_1RB0LD_1RC0RA_1RD0LC_1LA1LC	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	73
1RB0LD_1RC0RB_0LC1LA_1RB1LD	nqh_1RB0LD_1RC0RB_0LC1LA_1RB1LD	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	283
1RB0LD_1RC0RC_1LA0RB_1LC1RB	nqh_1RB0LD_1RC0RC_1LA0RB_1LC1RB	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	243
1RB0LD_1RC0RC_1LA1RB_1LA1LD	nqh_1RB0LD_1RC0RC_1LA1RB_1LA1LD	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	425
1RB0LD_1RC1LB_0LD0RC_1RD1LA	nqh_1RB0LD_1RC1LB_0LD0RC_1RD1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	247
1RB0LD_1RC1RA_1LD0RA_1LB1LA	nqh_1RB0LD_1RC1RA_1LD0RA_1LB1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	73
1RB0LD_1RC1RA_1LD1RC_0RB1LA	nqh_1RB0LD_1RC1RA_1LD1RC_0RB1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	50
1RB0LD_1RC1RB_1RD0RA_1LA0RC	nqh_1RB0LD_1RC1RB_1RD0RA_1LA0RC	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	78
1RB0LD_1RC1RD_1LA1LD_1LC0RB	nqh_1RB0LD_1RC1RD_1LA1LD_1LC0RB	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	79
1RB0RA_0LC0RA_1LD1LB_1LA1LB	nqh_1RB0RA_0LC0RA_1LD1LB_1LA1LB	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	58
1RB0RA_0LC0RA_1LD1LB_1LA1LC	nqh_1RB0RA_0LC0RA_1LD1LB_1LA1LC	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	74
1RB0RA_0RC0RB_1LD1RA_0LD1LA	nqh_1RB0RA_0RC0RB_1LD1RA_0LD1LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	271
1RB0RA_1LB0LC_1LA0LD_1RD1RC	nqh_1RB0RA_1LB0LC_1LA0LD_1RD1RC	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	319
1RB0RA_1LC0LD_1RC0LB_1RD0RA	nqh_1RB0RA_1LC0LD_1RC0LB_1RD0RA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	461
1RB0RA_1LC0RA_0LD0LB_1RD1RB	nqh_1RB0RA_1LC0RA_0LD0LB_1RD1RB	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	63
1RB0RA_1LC0RA_1LD0LB_1RA0LB	nqh_1RB0RA_1LC0RA_1LD0LB_1RA0LB	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	52
1RB0RA_1LC0RA_1LD0LB_1RB0LB	nqh_1RB0RA_1LC0RA_1LD0LB_1RB0LB	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	50
1RB0RA_1LC0RB_0LA0LD_1LA1LC	nqh_1RB0RA_1LC0RB_0LA0LD_1LA1LC	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	289
1RB0RA_1LC1RA_0RC0LD_1RD0LB	nqh_1RB0RA_1LC1RA_0RC0LD_1RD0LB	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	677
1RB0RB_0LC0RD_1LC1LD_1RA0LA	nqh_1RB0RB_0LC0RD_1LC1LD_1RA0LA	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	150
1RB0RB_1LC0LB_0RD1RA_1LB1RD	nqh_1RB0RB_1LC0LB_0RD1RA_1LB1RD	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	4	0	269
1RB0RB_1LC0RA_0RD0LB_0RA1RD	nqh_1RB0RB_1LC0RA_0RD0LB_0RA1RD	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	70
1RB0RB_1LC0RA_0RD0LB_1RA1RD	nqh_1RB0RB_1LC0RA_0RD0LB_1RA1RD	theories/Machines/ListCStage/LCStage_06.v	R_NeverQH	2	0	96
1RB0RB_1LC0RA_1LD0LB_1RA1LB	nqh_1RB0RB_1LC0RA_1LD0LB_1RA1LB	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	70
1RB0RB_1LC0RA_1RD0LB_0RA1RD	nqh_1RB0RB_1LC0RA_1RD0LB_0RA1RD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	60
1RB0RB_1LC0RA_1RD0LB_1LA0RD	nqh_1RB0RB_1LC0RA_1RD0LB_1LA0RD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	77
1RB0RB_1LC0RC_1RA1LD_0LC1LA	nqh_1RB0RB_1LC0RC_1RA1LD_0LC1LA	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	64	304
1RB0RB_1LC1RA_1RA0LD_1LC1LD	nqh_1RB0RB_1LC1RA_1RA0LD_1LC1LD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	424
1RB0RB_1LC1RB_0LD1RA_1RD0LC	nqh_1RB0RB_1LC1RB_0LD1RA_1RD0LC	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	698
1RB0RB_1LC1RC_1RA1LD_0LB0LC	nqh_1RB0RB_1LC1RC_1RA1LD_0LB0LC	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	158
1RB0RB_1LC1RC_1RA1LD_0RA0LC	nqh_1RB0RB_1LC1RC_1RA1LD_0RA0LC	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	219
1RB0RB_1LC1RC_1RA1LD_1LB0LC	nqh_1RB0RB_1LC1RC_1RA1LD_1LB0LC	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	64	179
1RB0RB_1LC1RC_1RA1LD_1RA0LC	nqh_1RB0RB_1LC1RC_1RA1LD_1RA0LC	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	167
1RB0RB_1LC1RD_0RB0LC_1RA1LD	nqh_1RB0RB_1LC1RD_0RB0LC_1RA1LD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	89
1RB0RB_1RC1LB_1LD1RA_0RC0LD	nqh_1RB0RB_1RC1LB_1LD1RA_0RC0LD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	105
1RB0RC_0RC1RA_1LD1RC_1LB0LD	nqh_1RB0RC_0RC1RA_1LD1RC_1LB0LD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	283
1RB0RC_1LB0LC_0RD0LA_1RA0RB	nqh_1RB0RC_1LB0LC_0RD0LA_1RA0RB	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	339
1RB0RC_1LB1RA_1LD1RC_1LB0LD	nqh_1RB0RC_1LB1RA_1LD1RC_1LB0LD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	283
1RB0RC_1LC0LB_0RD1RA_1LB1RD	nqh_1RB0RC_1LC0LB_0RD1RA_1LB1RD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	239
1RB0RC_1LC0LB_1RD1RA_1LB1RC	nqh_1RB0RC_1LC0LB_1RD1RA_1LB1RC	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	649
1RB0RC_1LC0LB_1RD1RA_1LB1RD	nqh_1RB0RC_1LC0LB_1RD1RA_1LB1RD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	245
1RB0RC_1LC0LD_1RA0LB_0LA0LA	nqh_1RB0RC_1LC0LD_1RA0LB_0LA0LA	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	58
1RB0RC_1LC0LD_1RA0LB_0LA0LC	nqh_1RB0RC_1LC0LD_1RA0LB_0LA0LC	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	69
1RB0RC_1LC0LD_1RA0LB_0LA0RA	nqh_1RB0RC_1LC0LD_1RA0LB_0LA0RA	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	72
1RB0RC_1LC0LD_1RA0LB_0LA0RB	nqh_1RB0RC_1LC0LD_1RA0LB_0LA0RB	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	66
1RB0RC_1LC0LD_1RA0LB_0LA1LC	nqh_1RB0RC_1LC0LD_1RA0LB_0LA1LC	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	58
1RB0RC_1LC0LD_1RA0LB_1LB0LA	nqh_1RB0RC_1LC0LD_1RA0LB_1LB0LA	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	76
1RB0RC_1LC0LD_1RA0LB_1LB0LC	nqh_1RB0RC_1LC0LD_1RA0LB_1LB0LC	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	83
1RB0RC_1LC0LD_1RA0LB_1LB1RA	nqh_1RB0RC_1LC0LD_1RA0LB_1LB1RA	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	74
1RB0RC_1LC0LD_1RA0LB_1LC0RB	nqh_1RB0RC_1LC0LD_1RA0LB_1LC0RB	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	60
1RB0RC_1LC0LD_1RA0LB_1LC0RD	nqh_1RB0RC_1LC0LD_1RA0LB_1LC0RD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	60
1RB0RC_1LC0RA_0RD0LB_1RA1RD	nqh_1RB0RC_1LC0RA_0RD0LB_1RA1RD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	97
1RB0RC_1LC0RA_1LA0LD_0LB---	nqh_1RB0RC_1LC0RA_1LA0LD_0LBXXX	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	198
1RB0RC_1LC0RA_1RD0LB_0RA1RD	nqh_1RB0RC_1LC0RA_1RD0LB_0RA1RD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	58
1RB0RC_1LC0RA_1RD0LB_1RA1RD	nqh_1RB0RC_1LC0RA_1RD0LB_1RA1RD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	79
1RB0RC_1LC0RB_1RA0LD_1LC1LB	nqh_1RB0RC_1LC0RB_1RA0LD_1LC1LB	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	71
1RB0RC_1LC0RC_1RA0LD_1LC0LB	nqh_1RB0RC_1LC0RC_1RA0LD_1LC0LB	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	54
1RB0RC_1LC0RC_1RA0LD_1LC0LD	nqh_1RB0RC_1LC0RC_1RA0LD_1LC0LD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	53
1RB0RC_1LC0RD_1LD0LB_1RB1RA	nqh_1RB0RC_1LC0RD_1LD0LB_1RB1RA	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	65
1RB0RC_1LC1LD_1RA0LB_0LC1RA	nqh_1RB0RC_1LC1LD_1RA0LB_0LC1RA	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	67
1RB0RC_1LC1LD_1RA0LB_0RC1RA	nqh_1RB0RC_1LC1LD_1RA0LB_0RC1RA	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	58
1RB0RC_1LC1LD_1RA0LB_1LC0LA	nqh_1RB0RC_1LC1LD_1RA0LB_1LC0LA	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	65
1RB0RC_1LC1LD_1RA0LB_1LC0RA	nqh_1RB0RC_1LC1LD_1RA0LB_1LC0RA	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	70
1RB0RC_1LC1LD_1RA0LB_1LD1RA	nqh_1RB0RC_1LC1LD_1RA0LB_1LD1RA	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	106
1RB0RC_1LC1RA_1RA0LD_1LC1LA	nqh_1RB0RC_1LC1RA_1RA0LD_1LC1LA	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	63
1RB0RC_1RC0RA_1LD0RB_1LB0LC	nqh_1RB0RC_1RC0RA_1LD0RB_1LB0LC	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	82
1RB0RC_1RC0RD_1LC0LD_0RA0LB	nqh_1RB0RC_1RC0RD_1LC0LD_0RA0LB	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	336
1RB0RC_1RC1LB_1LD1RA_0LD0LC	nqh_1RB0RC_1RC1LB_1LD1RA_0LD0LC	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	503
1RB0RC_1RC1LB_1LD1RA_0RB0LD	nqh_1RB0RC_1RC1LB_1LD1RA_0RB0LD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	96
1RB0RC_1RC1LB_1LD1RA_0RC0LD	nqh_1RB0RC_1RC1LB_1LD1RA_0RC0LD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	78
1RB0RC_1RC1LC_1LD1RA_1LB0LB	nqh_1RB0RC_1RC1LC_1LD1RA_1LB0LB	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	64	179
1RB0RC_1RC1RA_1LD0RB_1LA0LC	nqh_1RB0RC_1RC1RA_1LD0RB_1LA0LC	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	2	0	91
1RB0RD_0RC0LB_1LC1RA_1LB1RD	nqh_1RB0RD_0RC0LB_1LC1RA_1LB1RD	theories/Machines/ListCStage/LCStage_07.v	R_NeverQH	4	0	269
1RB0RD_0RC1RA_1LB0LC_1LC1RD	nqh_1RB0RD_0RC1RA_1LB0LC_1LC1RD	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	4	0	289
1RB0RD_0RC1RA_1LD1RC_1LB0LD	nqh_1RB0RD_0RC1RA_1LD1RC_1LB0LD	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	4	0	280
1RB0RD_1LC0LA_1RA0LB_0RC---	nqh_1RB0RD_1LC0LA_1RA0LB_0RCXXX	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	4	0	205
1RB0RD_1LC0LB_---1RA_1LB1RD	nqh_1RB0RD_1LC0LB_XXX1RA_1LB1RD	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	4	0	281
1RB0RD_1LC0LB_1LA1RC_1LB1RD	nqh_1RB0RD_1LC0LB_1LA1RC_1LB1RD	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	4	0	269
1RB0RD_1LC0LB_1LB1RA_0RB1RD	nqh_1RB0RD_1LC0LB_1LB1RA_0RB1RD	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	4	0	524
1RB0RD_1LC0LB_1LD1LA_1RA0LC	nqh_1RB0RD_1LC0LB_1LD1LA_1RA0LC	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	87
1RB0RD_1LC0LB_1RD1RA_1LB1RC	nqh_1RB0RD_1LC0LB_1RD1RA_1LB1RC	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	4	0	496
1RB0RD_1LC0LD_1LD1LB_1RA0LC	nqh_1RB0RD_1LC0LD_1LD1LB_1RA0LC	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	93
1RB0RD_1LC0RA_1LA0LB_0RC0LA	nqh_1RB0RD_1LC0RA_1LA0LB_0RC0LA	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	66
1RB0RD_1LC0RA_1LA0LB_0RC0LC	nqh_1RB0RD_1LC0RA_1LA0LB_0RC0LC	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	73
1RB0RD_1LC0RA_1LA0LB_0RC0RB	nqh_1RB0RD_1LC0RA_1LA0LB_0RC0RB	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	69
1RB0RD_1LC0RA_1LA0LB_0RC0RC	nqh_1RB0RD_1LC0RA_1LA0LB_0RC0RC	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	59
1RB0RD_1LC0RA_1LA0LB_0RC1RB	nqh_1RB0RD_1LC0RA_1LA0LB_0RC1RB	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	59
1RB0RD_1LC0RA_1LA0LB_0RC1RD	nqh_1RB0RD_1LC0RA_1LA0LB_0RC1RD	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	84
1RB0RD_1LC0RA_1LA0LB_1RA0RB	nqh_1RB0RD_1LC0RA_1LA0LB_1RA0RB	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	82
1RB0RD_1LC0RA_1LA0LB_1RA0RC	nqh_1RB0RD_1LC0RA_1LA0LB_1RA0RC	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	77
1RB0RD_1LC0RA_1LA0LB_1RA1LC	nqh_1RB0RD_1LC0RA_1LA0LB_1RA1LC	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	74
1RB0RD_1LC0RA_1LA0LB_1RB0LA	nqh_1RB0RD_1LC0RA_1LA0LB_1RB0LA	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	59
1RB0RD_1LC0RA_1LA0LB_1RB0LD	nqh_1RB0RD_1LC0RA_1LA0LB_1RB0LD	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	60
1RB0RD_1LC0RA_1LD0LB_1RA0LD	nqh_1RB0RD_1LC0RA_1LD0LB_1RA0LD	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	85
1RB0RD_1LC0RA_1LD0LB_1RB0LB	nqh_1RB0RD_1LC0RA_1LD0LB_1RB0LB	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	53
1RB0RD_1LC0RB_1LD0LB_1RA0LC	nqh_1RB0RD_1LC0RB_1LD0LB_1RA0LC	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	85
1RB0RD_1LC0RD_1LD0LC_1RA0LC	nqh_1RB0RD_1LC0RD_1LD0LC_1RA0LC	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	57
1RB0RD_1LC1LB_1RD1RC_0LB0RA	nqh_1RB0RD_1LC1LB_1RD1RC_0LB0RA	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	55
1RB0RD_1LC1RD_1LA0LC_1RA1LD	nqh_1RB0RD_1LC1RD_1LA0LC_1RA1LD	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	80
1RB0RD_1LC1RD_1LD0LD_1RA0LC	nqh_1RB0RD_1LC1RD_1LD0LD_1RA0LC	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	77
1RB0RD_1RC0LB_1LD1LB_1RA0LC	nqh_1RB0RD_1RC0LB_1LD1LB_1RA0LC	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	73
1RB0RD_1RC0RA_1LD0RB_1LB0LC	nqh_1RB0RD_1RC0RA_1LD0RB_1LB0LC	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	76
1RB0RD_1RC1LB_1LD1RA_0RB0LB	nqh_1RB0RD_1RC1LB_1LD1RA_0RB0LB	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	4	0	327
1RB1LA_0LA0RC_0RD0RB_0LD1LB	nqh_1RB1LA_0LA0RC_0RD0RB_0LD1LB	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	4	0	293
1RB1LA_0LA0RC_0RD0RC_0LD1LB	nqh_1RB1LA_0LA0RC_0RD0RC_0LD1LB	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	4	0	290
1RB1LA_0LA0RC_0RD1RB_1LD1LB	nqh_1RB1LA_0LA0RC_0RD1RB_1LD1LB	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	3	0	161
1RB1LA_0LA1RC_0RD0RC_0LD1LB	nqh_1RB1LA_0LA1RC_0RD0RC_0LD1LB	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	4	0	227
1RB1LA_0LA1RC_1RB0LD_0RC1LC	nqh_1RB1LA_0LA1RC_1RB0LD_0RC1LC	theories/Machines/ListCStage/LCStage_08.v	R_NeverQH	2	0	46
